"df [mm]","ex1 [mm]","ex2 [mm]","Phi [deg]","XPF1 [mm]","XPF2 [mm]","YG [mm]","Freq [GHz]","max(dB(GainTotal)) []"
-2,0.5,1.5,0,11,8,5,4.7,-11.3667421409793
-2,0.5,1.5,0,11,8,5,4.8,-11.4250556894324
-2,0.5,1.5,0,11,8,5,4.9,-11.495981072215
-2,0.5,1.5,0,11,8,5,5,-11.5897604218704
-2,0.5,1.5,0,11,8,5,5.1,-11.7029438491746
-2,0.5,1.5,0,11,8,5,5.2,-11.8219503291757
-2,0.5,1.5,0,11,8,5,5.3,-11.9512625844946
-2,0.5,1.5,0,11,8,5,5.4,-12.0637022700146
-2,0.5,1.5,0,11,8,5,5.5,-12.1553213397273
-2,0.5,1.5,0,11,8,5,5.6,-12.2216561950748
-2,0.5,1.5,0,11,8,5,5.7,-12.2731617335666
-2,0.5,1.5,0,11,8,5,5.8,-12.3110087383368
-2,0.5,1.5,0,11,8,5,5.9,-12.3247864307404
-2,0.5,1.5,0,11,8,5,6,-12.2934556680706
-2,0.5,1.5,0,11,8,5,6.1,-12.2249300611688
-2,0.5,1.5,0,11,8,5,6.2,-12.1488302358485
-2,0.5,1.5,0,11,8,5,6.3,-12.0477634733715
-2,0.5,1.5,0,11,8,5,6.4,-11.9367503771847
-2,0.5,1.5,0,11,8,5,6.5,-11.8151130842186
-2,0.5,1.5,0,11,8,5,6.6,-11.6907982857457
-2,0.5,1.5,0,11,8,5,6.7,-11.5632155646376
-2,0.5,1.5,0,11,8,5,6.8,-11.4236198636973
-2,0.5,1.5,0,11,8,5,6.9,-11.2696975480942
-2,0.5,1.5,0,11,8,5,7,-11.1153914335893
-2,0.5,1.5,0,11,8,5,7.1,-10.9589007996415
-2,0.5,1.5,0,11,8,5,7.2,-10.809159586644
-2,0.5,1.5,0,11,8,5,7.3,-10.6627479921091
-2,0.5,1.5,0,11,8,5,7.4,-10.5394461141116
-2,0.5,1.5,0,11,8,5,7.5,-10.4266840456418
-2,0.5,1.5,0,11,8,5,7.6,-10.3192100886499
-2,0.5,1.5,0,11,8,5,7.7,-10.2088589169588
-2,0.5,1.5,0,11,8,5,7.8,-10.1056512993435
-2,0.5,1.5,0,11,8,5,7.9,-10.0361907005137
-2,0.5,1.5,0,11,8,5,8,-9.98064030245635
-2,0.5,1.5,0,11,8,5,8.1,-9.93793981740318
-2,0.5,1.5,0,11,8,5,8.2,-9.90472576490664
-2,0.5,1.5,0,11,8,5,8.3,-9.86980971909668
-2,0.5,1.5,0,11,8,5,8.4,-9.85492895734921
-2,0.5,1.5,0,11,8,5,8.5,-9.85170438567856
-2,0.5,1.5,0,11,8,5,8.6,-9.85958951277502
-2,0.5,1.5,0,11,8,5,8.7,-9.88115969095919
-2,0.5,1.5,0,11,8,5,8.8,-9.90761531844308
-2,0.5,1.5,0,11,8,5,8.9,-9.94127096608735
-2,0.5,1.5,0,11,8,5,9,-9.99259471865489
-2,0.5,1.5,0,11,8,5,9.1,-10.0411235940732
-2,0.5,1.5,0,11,8,5,9.2,-10.081497916654
-2,0.5,1.5,0,11,8,5,9.3,-10.1088436041212
-2,0.5,1.5,0,11,8,5,9.4,-10.1274412716752
-2,0.5,1.5,0,11,8,5,9.5,-10.157080433808
-2,0.5,1.5,0,11,8,5,9.6,-10.2014325490029
-2,0.5,1.5,0,11,8,5,9.7,-10.2571124514146
-2,0.5,1.5,0,11,8,5,9.8,-10.3185863290094
-2,0.5,1.5,0,11,8,5,9.9,-10.3978844119945
-2,0.5,1.5,0,11,8,5,10,-10.4914333939007
-2,0.5,1.5,0,11,8,5,10.1,-10.5986147943467
-2,0.5,1.5,0,11,8,5,10.2,-10.7191646760721
-2,0.5,1.5,0,11,8,5,10.3,-10.8656205118472
-2,0.5,1.5,0,11,8,5,10.4,-11.0279454929627
-2,0.5,1.5,0,11,8,5,10.5,-11.1853687333643
-2,0.5,1.5,0,11,8,5,10.6,-11.3381711085436
2,0.5,1.5,0,11,8,5,0.6,-22.8924948714345
2,0.5,1.5,0,11,8,5,0.7,-20.9222815973412
2,0.5,1.5,0,11,8,5,0.8,-19.3150720178083
2,0.5,1.5,0,11,8,5,0.9,-17.7527840017074
2,0.5,1.5,0,11,8,5,1,-16.4685804645496
2,0.5,1.5,0,11,8,5,1.1,-15.3173960000165
2,0.5,1.5,0,11,8,5,1.2,-14.1701529497407
2,0.5,1.5,0,11,8,5,1.3,-13.3143116148449
2,0.5,1.5,0,11,8,5,1.4,-12.3861759809638
2,0.5,1.5,0,11,8,5,1.5,-11.6986576820924
2,0.5,1.5,0,11,8,5,1.6,-11.1692570621467
2,0.5,1.5,0,11,8,5,1.7,-10.7504261007983
2,0.5,1.5,0,11,8,5,1.8,-10.5980850224504
2,0.5,1.5,0,11,8,5,1.9,-10.2901853538655
2,0.5,1.5,0,11,8,5,2,-10.1804985424089
2,0.5,1.5,0,11,8,5,2.1,-10.139953171461
2,0.5,1.5,0,11,8,5,2.2,-10.1212797908162
2,0.5,1.5,0,11,8,5,2.3,-10.3054478744165
2,0.5,1.5,0,11,8,5,2.4,-10.4106518518241
2,0.5,1.5,0,11,8,5,2.5,-10.6590682593326
2,0.5,1.5,0,11,8,5,2.6,-10.8751262712338
2,0.5,1.5,0,11,8,5,2.7,-11.0488252087758
2,0.5,1.5,0,11,8,5,2.8,-11.260459365373
2,0.5,1.5,0,11,8,5,2.9,-11.4575651677001
2,0.5,1.5,0,11,8,5,3,-11.591618427908
2,0.5,1.5,0,11,8,5,3.1,-11.7463013130567
2,0.5,1.5,0,11,8,5,3.2,-11.7486674069968
2,0.5,1.5,0,11,8,5,3.3,-11.7846642359611
2,0.5,1.5,0,11,8,5,3.4,-11.7132980312958
2,0.5,1.5,0,11,8,5,3.5,-11.584094327079
2,0.5,1.5,0,11,8,5,3.6,-11.4899003773915
2,0.5,1.5,0,11,8,5,3.7,-11.3348402017462
2,0.5,1.5,0,11,8,5,3.8,-11.2011865540939
2,0.5,1.5,0,11,8,5,3.9,-11.0350317557625
2,0.5,1.5,0,11,8,5,4,-10.8537351339655
2,0.5,1.5,0,11,8,5,4.1,-10.6993057118903
2,0.5,1.5,0,11,8,5,4.2,-10.5622278177499
2,0.5,1.5,0,11,8,5,4.3,-10.4652371889907
2,0.5,1.5,0,11,8,5,4.4,-10.4019709979532
2,0.5,1.5,0,11,8,5,4.5,-10.360780321286
2,0.5,1.5,0,11,8,5,4.6,-10.3476906390581
2,0.5,1.5,0,11,8,5,4.7,-10.3660877471922
2,0.5,1.5,0,11,8,5,4.8,-10.4043827124999
2,0.5,1.5,0,11,8,5,4.9,-10.4758870475584
2,0.5,1.5,0,11,8,5,5,-10.5830704050473
2,0.5,1.5,0,11,8,5,5.1,-10.7194393724092
2,0.5,1.5,0,11,8,5,5.2,-10.8733160552024
2,0.5,1.5,0,11,8,5,5.3,-11.0272473568285
2,0.5,1.5,0,11,8,5,5.4,-11.1855709673218
2,0.5,1.5,0,11,8,5,5.5,-11.3507146213634
2,0.5,1.5,0,11,8,5,5.6,-11.5123926486977
2,0.5,1.5,0,11,8,5,5.7,-11.6651206423097
2,0.5,1.5,0,11,8,5,5.8,-11.8206084212238
2,0.5,1.5,0,11,8,5,5.9,-11.9749888797344
2,0.5,1.5,0,11,8,5,6,-12.1142108559751
2,0.5,1.5,0,11,8,5,6.1,-12.2517655793827
2,0.5,1.5,0,11,8,5,6.2,-12.3962906853703
2,0.5,1.5,0,11,8,5,6.3,-12.5424731920978
2,0.5,1.5,0,11,8,5,6.4,-12.6923831077825
2,0.5,1.5,0,11,8,5,6.5,-12.8494958168574
2,0.5,1.5,0,11,8,5,6.6,-13.0166810786245
2,0.5,1.5,0,11,8,5,6.7,-13.1668920516277
2,0.5,1.5,0,11,8,5,6.8,-13.315880149902
2,0.5,1.5,0,11,8,5,6.9,-13.4495454512026
2,0.5,1.5,0,11,8,5,7,-13.5858104871894
2,0.5,1.5,0,11,8,5,7.1,-13.6974173955005
2,0.5,1.5,0,11,8,5,7.2,-13.7593181972454
2,0.5,1.5,0,11,8,5,7.3,-13.7569876226365
2,0.5,1.5,0,11,8,5,7.4,-13.6858509268734
2,0.5,1.5,0,11,8,5,7.5,-13.5647020401944
2,0.5,1.5,0,11,8,5,7.6,-13.3994506443695
2,0.5,1.5,0,11,8,5,7.7,-13.2386927498802
2,0.5,1.5,0,11,8,5,7.8,-13.0877342245362
2,0.5,1.5,0,11,8,5,7.9,-12.9183388952063
2,0.5,1.5,0,11,8,5,8,-12.7405331356757
2,0.5,1.5,0,11,8,5,8.1,-12.5649609896242
2,0.5,1.5,0,11,8,5,8.2,-12.4036472299273
2,0.5,1.5,0,11,8,5,8.3,-12.2663676570167
2,0.5,1.5,0,11,8,5,8.4,-12.1112698586385
2,0.5,1.5,0,11,8,5,8.5,-11.9683480261918
2,0.5,1.5,0,11,8,5,8.6,-11.8450996753885
2,0.5,1.5,0,11,8,5,8.7,-11.7386148746274
2,0.5,1.5,0,11,8,5,8.8,-11.6305073625208
2,0.5,1.5,0,11,8,5,8.9,-11.5216755032634
2,0.5,1.5,0,11,8,5,9,-11.4212529503426
2,0.5,1.5,0,11,8,5,9.1,-11.3184864254647
2,0.5,1.5,0,11,8,5,9.2,-11.21050117314
2,0.5,1.5,0,11,8,5,9.3,-11.0982591520377
2,0.5,1.5,0,11,8,5,9.4,-10.9825647213042
2,0.5,1.5,0,11,8,5,9.5,-10.8573286737451
2,0.5,1.5,0,11,8,5,9.6,-10.7322028961961
2,0.5,1.5,0,11,8,5,9.7,-10.5964414778877
2,0.5,1.5,0,11,8,5,9.8,-10.4576999668149
2,0.5,1.5,0,11,8,5,9.9,-10.3262813701707
2,0.5,1.5,0,11,8,5,10,-10.1858424756663
2,0.5,1.5,0,11,8,5,10.1,-10.0418801917685
2,0.5,1.5,0,11,8,5,10.2,-9.91221993793071
2,0.5,1.5,0,11,8,5,10.3,-9.78572863326139
2,0.5,1.5,0,11,8,5,10.4,-9.66883110946282
2,0.5,1.5,0,11,8,5,10.5,-9.5766324165815
2,0.5,1.5,0,11,8,5,10.6,-9.49784629298039
-2,0.5,1.5,0,11,12,5,0.6,-22.4145004528565
-2,0.5,1.5,0,11,12,5,0.7,-20.4847056765851
-2,0.5,1.5,0,11,12,5,0.8,-18.923279879085
-2,0.5,1.5,0,11,12,5,0.9,-17.3966372159069
-2,0.5,1.5,0,11,12,5,1,-16.1294099823918
-2,0.5,1.5,0,11,12,5,1.1,-15.0105972619667
-2,0.5,1.5,0,11,12,5,1.2,-13.8752424316839
-2,0.5,1.5,0,11,12,5,1.3,-13.0346801079784
-2,0.5,1.5,0,11,12,5,1.4,-12.12340496504
-2,0.5,1.5,0,11,12,5,1.5,-11.4473536769977
-2,0.5,1.5,0,11,12,5,1.6,-10.9437192963509
-2,0.5,1.5,0,11,12,5,1.7,-10.5420565019256
-2,0.5,1.5,0,11,12,5,1.8,-10.4190879281531
-2,0.5,1.5,0,11,12,5,1.9,-10.1412017641976
-2,0.5,1.5,0,11,12,5,2,-10.066294778785
-2,0.5,1.5,0,11,12,5,2.1,-10.0648645331778
-2,0.5,1.5,0,11,12,5,2.2,-10.0797219625002
-2,0.5,1.5,0,11,12,5,2.3,-10.3023537939284
-2,0.5,1.5,0,11,12,5,2.4,-10.4463166775866
-2,0.5,1.5,0,11,12,5,2.5,-10.7383005147676
-2,0.5,1.5,0,11,12,5,2.6,-10.9961079921617
-2,0.5,1.5,0,11,12,5,2.7,-11.2215390376708
-2,0.5,1.5,0,11,12,5,2.8,-11.4719133882481
-2,0.5,1.5,0,11,12,5,2.9,-11.7181998955675
-2,0.5,1.5,0,11,12,5,3,-11.8941506712416
-2,0.5,1.5,0,11,12,5,3.1,-12.0810731306878
-2,0.5,1.5,0,11,12,5,3.2,-12.110632272024
-2,0.5,1.5,0,11,12,5,3.3,-12.1654971861533
-2,0.5,1.5,0,11,12,5,3.4,-12.1349001307094
-2,0.5,1.5,0,11,12,5,3.5,-12.0343043463219
-2,0.5,1.5,0,11,12,5,3.6,-11.9739208940911
-2,0.5,1.5,0,11,12,5,3.7,-11.8431861112555
-2,0.5,1.5,0,11,12,5,3.8,-11.7419752458017
-2,0.5,1.5,0,11,12,5,3.9,-11.6087334907697
-2,0.5,1.5,0,11,12,5,4,-11.4551607163787
-2,0.5,1.5,0,11,12,5,4.1,-11.3292716410453
-2,0.5,1.5,0,11,12,5,4.2,-11.2230403682398
-2,0.5,1.5,0,11,12,5,4.3,-11.1610508863651
-2,0.5,1.5,0,11,12,5,4.4,-11.1283533571954
-2,0.5,1.5,0,11,12,5,4.5,-11.1132968399856
-2,0.5,1.5,0,11,12,5,4.6,-11.1273662646164
-2,0.5,1.5,0,11,12,5,4.7,-11.151966614546
-2,0.5,1.5,0,11,12,5,4.8,-11.204282365202
-2,0.5,1.5,0,11,12,5,4.9,-11.277266306892
-2,0.5,1.5,0,11,12,5,5,-11.380305018311
-2,0.5,1.5,0,11,12,5,5.1,-11.4970882018919
-2,0.5,1.5,0,11,12,5,5.2,-11.6202409340171
-2,0.5,1.5,0,11,12,5,5.3,-11.7485945113056
-2,0.5,1.5,0,11,12,5,5.4,-11.8745725874449
-2,0.5,1.5,0,11,12,5,5.5,-11.9871191852529
-2,0.5,1.5,0,11,12,5,5.6,-12.0866437252899
-2,0.5,1.5,0,11,12,5,5.7,-12.173322246968
-2,0.5,1.5,0,11,12,5,5.8,-12.2468578883017
-2,0.5,1.5,0,11,12,5,5.9,-12.2916263466911
-2,0.5,1.5,0,11,12,5,6,-12.2923298303653
-2,0.5,1.5,0,11,12,5,6.1,-12.2679316747732
-2,0.5,1.5,0,11,12,5,6.2,-12.2098686380632
-2,0.5,1.5,0,11,12,5,6.3,-12.1306464693842
-2,0.5,1.5,0,11,12,5,6.4,-12.0441043048379
-2,0.5,1.5,0,11,12,5,6.5,-11.9463406935272
-2,0.5,1.5,0,11,12,5,6.6,-11.8271747219291
-2,0.5,1.5,0,11,12,5,6.7,-11.698902171482
-2,0.5,1.5,0,11,12,5,6.8,-11.5656360547859
-2,0.5,1.5,0,11,12,5,6.9,-11.4206069912601
-2,0.5,1.5,0,11,12,5,7,-11.2735383684585
-2,0.5,1.5,0,11,12,5,7.1,-11.1229007664585
-2,0.5,1.5,0,11,12,5,7.2,-10.9794472376723
-2,0.5,1.5,0,11,12,5,7.3,-10.856942792725
-2,0.5,1.5,0,11,12,5,7.4,-10.7424707435058
-2,0.5,1.5,0,11,12,5,7.5,-10.6400913397867
-2,0.5,1.5,0,11,12,5,7.6,-10.5608139047916
-2,0.5,1.5,0,11,12,5,7.7,-10.5042393262464
-2,0.5,1.5,0,11,12,5,7.8,-10.4566504732081
-2,0.5,1.5,0,11,12,5,7.9,-10.4375757202237
-2,0.5,1.5,0,11,12,5,8,-10.426648509003
-2,0.5,1.5,0,11,12,5,8.1,-10.4087971446647
-2,0.5,1.5,0,11,12,5,8.2,-10.4038359288308
-2,0.5,1.5,0,11,12,5,8.3,-10.382036357073
-2,0.5,1.5,0,11,12,5,8.4,-10.3717428607442
-2,0.5,1.5,0,11,12,5,8.5,-10.3661418398011
-2,0.5,1.5,0,11,12,5,8.6,-10.3607701881831
-2,0.5,1.5,0,11,12,5,8.7,-10.3615211473406
-2,0.5,1.5,0,11,12,5,8.8,-10.3628481149427
-2,0.5,1.5,0,11,12,5,8.9,-10.3683073150923
-2,0.5,1.5,0,11,12,5,9,-10.3597900984059
-2,0.5,1.5,0,11,12,5,9.1,-10.3514223679653
-2,0.5,1.5,0,11,12,5,9.2,-10.3281600221721
-2,0.5,1.5,0,11,12,5,9.3,-10.309509849508
-2,0.5,1.5,0,11,12,5,9.4,-10.2901232866945
-2,0.5,1.5,0,11,12,5,9.5,-10.2795778856274
-2,0.5,1.5,0,11,12,5,9.6,-10.275315880664
-2,0.5,1.5,0,11,12,5,9.7,-10.2487899938345
-2,0.5,1.5,0,11,12,5,9.8,-10.2367340109008
-2,0.5,1.5,0,11,12,5,9.9,-10.2493897695359
-2,0.5,1.5,0,11,12,5,10,-10.2782942022876
-2,0.5,1.5,0,11,12,5,10.1,-10.305618895712
-2,0.5,1.5,0,11,12,5,10.2,-10.3479266611168
-2,0.5,1.5,0,11,12,5,10.3,-10.4075085507159
-2,0.5,1.5,0,11,12,5,10.4,-10.4765537790502
-2,0.5,1.5,0,11,12,5,10.5,-10.5490898065472
-2,0.5,1.5,0,11,12,5,10.6,-10.6366082526795
2,0.5,1.5,0,11,12,5,0.6,-22.8871510890086
2,0.5,1.5,0,11,12,5,0.7,-20.9166065489318
2,0.5,1.5,0,11,12,5,0.8,-19.3166366435955
2,0.5,1.5,0,11,12,5,0.9,-17.7564926245668
2,0.5,1.5,0,11,12,5,1,-16.4764216282282
2,0.5,1.5,0,11,12,5,1.1,-15.3372118631185
2,0.5,1.5,0,11,12,5,1.2,-14.1893479202928
2,0.5,1.5,0,11,12,5,1.3,-13.3374312577461
2,0.5,1.5,0,11,12,5,1.4,-12.4103716353251
2,0.5,1.5,0,11,12,5,1.5,-11.7210302690763
2,0.5,1.5,0,11,12,5,1.6,-11.1963179255055
2,0.5,1.5,0,11,12,5,1.7,-10.7741984157041
2,0.5,1.5,0,11,12,5,1.8,-10.6234334968307
2,0.5,1.5,0,11,12,5,1.9,-10.3157111683824
2,0.5,1.5,0,11,12,5,2,-10.2065094524308
2,0.5,1.5,0,11,12,5,2.1,-10.1733361644819
2,0.5,1.5,0,11,12,5,2.2,-10.1516701409907
2,0.5,1.5,0,11,12,5,2.3,-10.3346946046744
2,0.5,1.5,0,11,12,5,2.4,-10.4373696429033
2,0.5,1.5,0,11,12,5,2.5,-10.682433661239
2,0.5,1.5,0,11,12,5,2.6,-10.9025039888357
2,0.5,1.5,0,11,12,5,2.7,-11.086213415623
2,0.5,1.5,0,11,12,5,2.8,-11.302011767587
2,0.5,1.5,0,11,12,5,2.9,-11.5093887366601
2,0.5,1.5,0,11,12,5,3,-11.6461458982837
2,0.5,1.5,0,11,12,5,3.1,-11.8029585042429
2,0.5,1.5,0,11,12,5,3.2,-11.8010769973165
2,0.5,1.5,0,11,12,5,3.3,-11.8058881569215
2,0.5,1.5,0,11,12,5,3.4,-11.7278047693436
2,0.5,1.5,0,11,12,5,3.5,-11.5860443270296
2,0.5,1.5,0,11,12,5,3.6,-11.4962926692923
2,0.5,1.5,0,11,12,5,3.7,-11.3416683746976
2,0.5,1.5,0,11,12,5,3.8,-11.2095625816283
2,0.5,1.5,0,11,12,5,3.9,-11.0482474785261
2,0.5,1.5,0,11,12,5,4,-10.8621430070593
2,0.5,1.5,0,11,12,5,4.1,-10.7015006408652
2,0.5,1.5,0,11,12,5,4.2,-10.564715173117
2,0.5,1.5,0,11,12,5,4.3,-10.4726493688509
2,0.5,1.5,0,11,12,5,4.4,-10.4040860311897
2,0.5,1.5,0,11,12,5,4.5,-10.3602345086508
2,0.5,1.5,0,11,12,5,4.6,-10.3530526260204
2,0.5,1.5,0,11,12,5,4.7,-10.3716814035453
2,0.5,1.5,0,11,12,5,4.8,-10.4119165583628
2,0.5,1.5,0,11,12,5,4.9,-10.4798731538367
2,0.5,1.5,0,11,12,5,5,-10.5831236863206
2,0.5,1.5,0,11,12,5,5.1,-10.7051160643328
2,0.5,1.5,0,11,12,5,5.2,-10.8468719692712
2,0.5,1.5,0,11,12,5,5.3,-10.99353282526
2,0.5,1.5,0,11,12,5,5.4,-11.1381960684112
2,0.5,1.5,0,11,12,5,5.5,-11.2724290284666
2,0.5,1.5,0,11,12,5,5.6,-11.414153441367
2,0.5,1.5,0,11,12,5,5.7,-11.5566327367839
2,0.5,1.5,0,11,12,5,5.8,-11.6997454449716
2,0.5,1.5,0,11,12,5,5.9,-11.8446387031509
2,0.5,1.5,0,11,12,5,6,-11.9838060946817
2,0.5,1.5,0,11,12,5,6.1,-12.1044932483685
2,0.5,1.5,0,11,12,5,6.2,-12.2367559640823
2,0.5,1.5,0,11,12,5,6.3,-12.3969526261387
2,0.5,1.5,0,11,12,5,6.4,-12.5874251591878
2,0.5,1.5,0,11,12,5,6.5,-12.8014207234395
2,0.5,1.5,0,11,12,5,6.6,-13.0482758057997
2,0.5,1.5,0,11,12,5,6.7,-13.3077255982521
2,0.5,1.5,0,11,12,5,6.8,-13.5683111538503
2,0.5,1.5,0,11,12,5,6.9,-13.8124954356381
2,0.5,1.5,0,11,12,5,7,-14.0606019494855
2,0.5,1.5,0,11,12,5,7.1,-14.334855710348
2,0.5,1.5,0,11,12,5,7.2,-14.581380088953
2,0.5,1.5,0,11,12,5,7.3,-14.7829335341667
2,0.5,1.5,0,11,12,5,7.4,-14.7497542281878
2,0.5,1.5,0,11,12,5,7.5,-14.636549845019
2,0.5,1.5,0,11,12,5,7.6,-14.4804585134772
2,0.5,1.5,0,11,12,5,7.7,-14.3494876979092
2,0.5,1.5,0,11,12,5,7.8,-14.2331179728645
2,0.5,1.5,0,11,12,5,7.9,-14.0977005345538
2,0.5,1.5,0,11,12,5,8,-13.9570406916414
2,0.5,1.5,0,11,12,5,8.1,-13.7994504782871
2,0.5,1.5,0,11,12,5,8.2,-13.6545889072071
2,0.5,1.5,0,11,12,5,8.3,-13.5093535569105
2,0.5,1.5,0,11,12,5,8.4,-13.3740394149473
2,0.5,1.5,0,11,12,5,8.5,-13.2553928820181
2,0.5,1.5,0,11,12,5,8.6,-13.1438862141519
2,0.5,1.5,0,11,12,5,8.7,-13.0091315250538
2,0.5,1.5,0,11,12,5,8.8,-12.8583303216961
2,0.5,1.5,0,11,12,5,8.9,-12.7272627367868
2,0.5,1.5,0,11,12,5,9,-12.5861848118043
2,0.5,1.5,0,11,12,5,9.1,-12.4225603752538
2,0.5,1.5,0,11,12,5,9.2,-12.2847515192685
2,0.5,1.5,0,11,12,5,9.3,-12.1592401379824
2,0.5,1.5,0,11,12,5,9.4,-12.0283542645549
2,0.5,1.5,0,11,12,5,9.5,-11.8672878097255
2,0.5,1.5,0,11,12,5,9.6,-11.7122884375475
2,0.5,1.5,0,11,12,5,9.7,-11.5792396350476
2,0.5,1.5,0,11,12,5,9.8,-11.4545604620349
2,0.5,1.5,0,11,12,5,9.9,-11.3151544043409
2,0.5,1.5,0,11,12,5,10,-11.1810071934453
2,0.5,1.5,0,11,12,5,10.1,-11.0502983985596
2,0.5,1.5,0,11,12,5,10.2,-10.9194127774542
2,0.5,1.5,0,11,12,5,10.3,-10.7617189022233
2,0.5,1.5,0,11,12,5,10.4,-10.5856179002762
2,0.5,1.5,0,11,12,5,10.5,-10.4057219636269
2,0.5,1.5,0,11,12,5,10.6,-10.1871310142394
-2,0.5,1.5,0,9,8,15,0.6,-25.6238686565643
-2,0.5,1.5,0,9,8,15,0.7,-23.6577180880942
-2,0.5,1.5,0,9,8,15,0.8,-22.0477834819513
-2,0.5,1.5,0,9,8,15,0.9,-20.4864144443431
-2,0.5,1.5,0,9,8,15,1,-19.1699067887795
-2,0.5,1.5,0,9,8,15,1.1,-18.009566244534
-2,0.5,1.5,0,9,8,15,1.2,-16.8385132924164
-2,0.5,1.5,0,9,8,15,1.3,-15.9545870933514
-2,0.5,1.5,0,9,8,15,1.4,-15.0133851841195
-2,0.5,1.5,0,9,8,15,1.5,-14.2998663149894
-2,0.5,1.5,0,9,8,15,1.6,-13.768403367072
-2,0.5,1.5,0,9,8,15,1.7,-13.3409472983871
-2,0.5,1.5,0,9,8,15,1.8,-13.1891583807485
-2,0.5,1.5,0,9,8,15,1.9,-12.8917592796048
-2,0.5,1.5,0,9,8,15,2,-12.7967800468787
-2,0.5,1.5,0,9,8,15,2.1,-12.7777871669547
-2,0.5,1.5,0,9,8,15,2.2,-12.7816871954041
-2,0.5,1.5,0,9,8,15,2.3,-12.984181259345
-2,0.5,1.5,0,9,8,15,2.4,-13.1065537567981
-2,0.5,1.5,0,9,8,15,2.5,-13.3607947401301
-2,0.5,1.5,0,9,8,15,2.6,-13.5581903718334
-2,0.5,1.5,0,9,8,15,2.7,-13.70618376273
-2,0.5,1.5,0,9,8,15,2.8,-13.8547785584176
-2,0.5,1.5,0,9,8,15,2.9,-13.9476994354507
-2,0.5,1.5,0,9,8,15,3,-13.9867193129694
-2,0.5,1.5,0,9,8,15,3.1,-14.0342512080517
-2,0.5,1.5,0,9,8,15,3.2,-13.9505281047447
-2,0.5,1.5,0,9,8,15,3.3,-13.9038696748331
-2,0.5,1.5,0,9,8,15,3.4,-13.7792137742479
-2,0.5,1.5,0,9,8,15,3.5,-13.6152637904492
-2,0.5,1.5,0,9,8,15,3.6,-13.480130121428
-2,0.5,1.5,0,9,8,15,3.7,-13.2870266919659
-2,0.5,1.5,0,9,8,15,3.8,-13.1181511022901
-2,0.5,1.5,0,9,8,15,3.9,-12.9374897530494
-2,0.5,1.5,0,9,8,15,4,-12.745259204973
-2,0.5,1.5,0,9,8,15,4.1,-12.5690179624775
-2,0.5,1.5,0,9,8,15,4.2,-12.3998354940638
-2,0.5,1.5,0,9,8,15,4.3,-12.2766324112491
-2,0.5,1.5,0,9,8,15,4.4,-12.1751438796118
-2,0.5,1.5,0,9,8,15,4.5,-12.0869160906802
-2,0.5,1.5,0,9,8,15,4.6,-11.9963826382291
-2,0.5,1.5,0,9,8,15,4.7,-11.9085078380855
-2,0.5,1.5,0,9,8,15,4.8,-11.8320869639947
-2,0.5,1.5,0,9,8,15,4.9,-11.7591579491733
-2,0.5,1.5,0,9,8,15,5,-11.6984396995814
-2,0.5,1.5,0,9,8,15,5.1,-11.6324056482274
-2,0.5,1.5,0,9,8,15,5.2,-11.5620399796179
-2,0.5,1.5,0,9,8,15,5.3,-11.4741337902123
-2,0.5,1.5,0,9,8,15,5.4,-11.3682876210319
-2,0.5,1.5,0,9,8,15,5.5,-11.2250390346138
-2,0.5,1.5,0,9,8,15,5.6,-11.0515413933986
-2,0.5,1.5,0,9,8,15,5.7,-10.8646379016785
-2,0.5,1.5,0,9,8,15,5.8,-10.6584521745842
-2,0.5,1.5,0,9,8,15,5.9,-10.421801411022
-2,0.5,1.5,0,9,8,15,6,-10.167812477787
-2,0.5,1.5,0,9,8,15,6.1,-9.90270575402915
-2,0.5,1.5,0,9,8,15,6.2,-9.6089955876612
-2,0.5,1.5,0,9,8,15,6.3,-9.30603462838546
-2,0.5,1.5,0,9,8,15,6.4,-9.00726404097821
-2,0.5,1.5,0,9,8,15,6.5,-8.69895131482614
-2,0.5,1.5,0,9,8,15,6.6,-8.38866530595093
-2,0.5,1.5,0,9,8,15,6.7,-8.08837859752823
-2,0.5,1.5,0,9,8,15,6.8,-7.78472660062056
-2,0.5,1.5,0,9,8,15,6.9,-7.48429404929442
-2,0.5,1.5,0,9,8,15,7,-7.19538428661822
-2,0.5,1.5,0,9,8,15,7.1,-6.9088392813904
-2,0.5,1.5,0,9,8,15,7.2,-6.63151308921285
-2,0.5,1.5,0,9,8,15,7.3,-6.36680495047642
-2,0.5,1.5,0,9,8,15,7.4,-6.11484998453086
-2,0.5,1.5,0,9,8,15,7.5,-5.87255053931569
-2,0.5,1.5,0,9,8,15,7.6,-5.63527911778457
-2,0.5,1.5,0,9,8,15,7.7,-5.40383342951082
-2,0.5,1.5,0,9,8,15,7.8,-5.19498370421442
-2,0.5,1.5,0,9,8,15,7.9,-5.01709755473562
-2,0.5,1.5,0,9,8,15,8,-4.86179069866134
-2,0.5,1.5,0,9,8,15,8.1,-4.72353674637301
-2,0.5,1.5,0,9,8,15,8.2,-4.61413547988173
-2,0.5,1.5,0,9,8,15,8.3,-4.54140537452279
-2,0.5,1.5,0,9,8,15,8.4,-4.49788420252297
-2,0.5,1.5,0,9,8,15,8.5,-4.47616277351892
-2,0.5,1.5,0,9,8,15,8.6,-4.48950341454995
-2,0.5,1.5,0,9,8,15,8.7,-4.55026209032239
