"df [mm]","ex1 [mm]","ex2 [mm]","Phi [deg]","XPF1 [mm]","XPF2 [mm]","YG [mm]","Freq [GHz]","max(dB(GainTotal)) []"
-2,3.5,1.5,0,9,8,15,8.8,-5.87988948932145
-2,3.5,1.5,0,9,8,15,8.9,-5.94222641469013
-2,3.5,1.5,0,9,8,15,9,-6.04494311237513
-2,3.5,1.5,0,9,8,15,9.1,-6.16247150123854
-2,3.5,1.5,0,9,8,15,9.2,-6.25301638541223
-2,3.5,1.5,0,9,8,15,9.3,-6.3053922013629
-2,3.5,1.5,0,9,8,15,9.4,-6.34885171568808
-2,3.5,1.5,0,9,8,15,9.5,-6.39943788284439
-2,3.5,1.5,0,9,8,15,9.6,-6.46903594026105
-2,3.5,1.5,0,9,8,15,9.7,-6.57516778148344
-2,3.5,1.5,0,9,8,15,9.8,-6.70493186539622
-2,3.5,1.5,0,9,8,15,9.9,-6.84467901802111
-2,3.5,1.5,0,9,8,15,10,-7.02784743719847
-2,3.5,1.5,0,9,8,15,10.1,-7.25346214231734
-2,3.5,1.5,0,9,8,15,10.2,-7.52105062565519
-2,3.5,1.5,0,9,8,15,10.3,-7.82974205892749
-2,3.5,1.5,0,9,8,15,10.4,-8.19577562650601
-2,3.5,1.5,0,9,8,15,10.5,-8.60269943127196
-2,3.5,1.5,0,9,8,15,10.6,-9.04542382817293
2,3.5,1.5,0,9,8,15,0.6,-26.0149333624548
2,3.5,1.5,0,9,8,15,0.7,-24.0523655141452
2,3.5,1.5,0,9,8,15,0.8,-22.4177449419674
2,3.5,1.5,0,9,8,15,0.9,-20.8478676783599
2,3.5,1.5,0,9,8,15,1,-19.5527157928979
2,3.5,1.5,0,9,8,15,1.1,-18.3975412121949
2,3.5,1.5,0,9,8,15,1.2,-17.2449692377827
2,3.5,1.5,0,9,8,15,1.3,-16.3724246263153
2,3.5,1.5,0,9,8,15,1.4,-15.4380425535791
2,3.5,1.5,0,9,8,15,1.5,-14.7311759990331
2,3.5,1.5,0,9,8,15,1.6,-14.1877164887586
2,3.5,1.5,0,9,8,15,1.7,-13.7554018891585
2,3.5,1.5,0,9,8,15,1.8,-13.5838117710075
2,3.5,1.5,0,9,8,15,1.9,-13.2666619313311
2,3.5,1.5,0,9,8,15,2,-13.1467111192185
2,3.5,1.5,0,9,8,15,2.1,-13.0999891149346
2,3.5,1.5,0,9,8,15,2.2,-13.0755588698134
2,3.5,1.5,0,9,8,15,2.3,-13.2451954510802
2,3.5,1.5,0,9,8,15,2.4,-13.3314865298515
2,3.5,1.5,0,9,8,15,2.5,-13.5633312847418
2,3.5,1.5,0,9,8,15,2.6,-13.7559822699334
2,3.5,1.5,0,9,8,15,2.7,-13.9140224511928
2,3.5,1.5,0,9,8,15,2.8,-14.0784912977766
2,3.5,1.5,0,9,8,15,2.9,-14.2160006268422
2,3.5,1.5,0,9,8,15,3,-14.287951274433
2,3.5,1.5,0,9,8,15,3.1,-14.3831809236653
2,3.5,1.5,0,9,8,15,3.2,-14.3417204886649
2,3.5,1.5,0,9,8,15,3.3,-14.3384457424613
2,3.5,1.5,0,9,8,15,3.4,-14.2295555386322
2,3.5,1.5,0,9,8,15,3.5,-14.0650941668063
2,3.5,1.5,0,9,8,15,3.6,-13.9473204953535
2,3.5,1.5,0,9,8,15,3.7,-13.7805233021901
2,3.5,1.5,0,9,8,15,3.8,-13.6408208472143
2,3.5,1.5,0,9,8,15,3.9,-13.4816928297357
2,3.5,1.5,0,9,8,15,4,-13.3044761099116
2,3.5,1.5,0,9,8,15,4.1,-13.1493986150388
2,3.5,1.5,0,9,8,15,4.2,-13.0224669703208
2,3.5,1.5,0,9,8,15,4.3,-12.9299888877842
2,3.5,1.5,0,9,8,15,4.4,-12.8684349986835
2,3.5,1.5,0,9,8,15,4.5,-12.8266090765971
2,3.5,1.5,0,9,8,15,4.6,-12.8226870543501
2,3.5,1.5,0,9,8,15,4.7,-12.8397216128762
2,3.5,1.5,0,9,8,15,4.8,-12.8789222731712
2,3.5,1.5,0,9,8,15,4.9,-12.9245622238031
2,3.5,1.5,0,9,8,15,5,-13.0071180060162
2,3.5,1.5,0,9,8,15,5.1,-13.1057432512506
2,3.5,1.5,0,9,8,15,5.2,-13.2207261243443
2,3.5,1.5,0,9,8,15,5.3,-13.3416851937053
2,3.5,1.5,0,9,8,15,5.4,-13.4470429399522
2,3.5,1.5,0,9,8,15,5.5,-13.5324249956761
2,3.5,1.5,0,9,8,15,5.6,-13.6253885889432
2,3.5,1.5,0,9,8,15,5.7,-13.7004614775141
2,3.5,1.5,0,9,8,15,5.8,-13.7391134809821
2,3.5,1.5,0,9,8,15,5.9,-13.785462054086
2,3.5,1.5,0,9,8,15,6,-13.8346683590326
2,3.5,1.5,0,9,8,15,6.1,-13.8694076876627
2,3.5,1.5,0,9,8,15,6.2,-13.8649797308042
2,3.5,1.5,0,9,8,15,6.3,-13.8337231597394
2,3.5,1.5,0,9,8,15,6.4,-13.8142557358839
2,3.5,1.5,0,9,8,15,6.5,-13.8021647547173
2,3.5,1.5,0,9,8,15,6.6,-13.8097407476893
2,3.5,1.5,0,9,8,15,6.7,-13.7086648590239
2,3.5,1.5,0,9,8,15,6.8,-13.5747073875341
2,3.5,1.5,0,9,8,15,6.9,-13.4310385632558
2,3.5,1.5,0,9,8,15,7,-13.2587627269074
2,3.5,1.5,0,9,8,15,7.1,-13.074254642074
2,3.5,1.5,0,9,8,15,7.2,-12.8575346710983
2,3.5,1.5,0,9,8,15,7.3,-12.6289726863575
2,3.5,1.5,0,9,8,15,7.4,-12.4067292616615
2,3.5,1.5,0,9,8,15,7.5,-12.1718889781519
2,3.5,1.5,0,9,8,15,7.6,-11.9179688432334
2,3.5,1.5,0,9,8,15,7.7,-11.6422107585096
2,3.5,1.5,0,9,8,15,7.8,-11.3569372878159
2,3.5,1.5,0,9,8,15,7.9,-11.0509904728694
2,3.5,1.5,0,9,8,15,8,-10.7507841559217
2,3.5,1.5,0,9,8,15,8.1,-10.4595583760466
2,3.5,1.5,0,9,8,15,8.2,-10.1739745244956
2,3.5,1.5,0,9,8,15,8.3,-9.88141905955673
2,3.5,1.5,0,9,8,15,8.4,-9.59475836287955
2,3.5,1.5,0,9,8,15,8.5,-9.31659747924493
2,3.5,1.5,0,9,8,15,8.6,-9.0353416701028
2,3.5,1.5,0,9,8,15,8.7,-8.77088830564366
2,3.5,1.5,0,9,8,15,8.8,-8.52358606670447
2,3.5,1.5,0,9,8,15,8.9,-8.27836820788813
2,3.5,1.5,0,9,8,15,9,-8.031220528448
2,3.5,1.5,0,9,8,15,9.1,-7.80128285474269
2,3.5,1.5,0,9,8,15,9.2,-7.59071018839832
2,3.5,1.5,0,9,8,15,9.3,-7.3916964726105
2,3.5,1.5,0,9,8,15,9.4,-7.1908359762172
2,3.5,1.5,0,9,8,15,9.5,-6.99254560279715
2,3.5,1.5,0,9,8,15,9.6,-6.81185801622179
2,3.5,1.5,0,9,8,15,9.7,-6.64541417506539
2,3.5,1.5,0,9,8,15,9.8,-6.49174337516052
2,3.5,1.5,0,9,8,15,9.9,-6.34929607625391
2,3.5,1.5,0,9,8,15,10,-6.22119371101794
2,3.5,1.5,0,9,8,15,10.1,-6.08881873290395
2,3.5,1.5,0,9,8,15,10.2,-5.97132296956776
2,3.5,1.5,0,9,8,15,10.3,-5.88149095903402
2,3.5,1.5,0,9,8,15,10.4,-5.81375550460517
2,3.5,1.5,0,9,8,15,10.5,-5.76883811198015
2,3.5,1.5,0,9,8,15,10.6,-5.75118022970256
-2,3.5,1.5,0,9,12,15,0.6,-25.7157979344445
-2,3.5,1.5,0,9,12,15,0.7,-23.7559327187417
-2,3.5,1.5,0,9,12,15,0.8,-22.1564860518636
-2,3.5,1.5,0,9,12,15,0.9,-20.604450079825
-2,3.5,1.5,0,9,12,15,1,-19.3029713394095
-2,3.5,1.5,0,9,12,15,1.1,-18.1560632457322
-2,3.5,1.5,0,9,12,15,1.2,-17.0027517865852
-2,3.5,1.5,0,9,12,15,1.3,-16.1357561352889
-2,3.5,1.5,0,9,12,15,1.4,-15.2137181692024
-2,3.5,1.5,0,9,12,15,1.5,-14.5229009388785
-2,3.5,1.5,0,9,12,15,1.6,-14.0114885153617
-2,3.5,1.5,0,9,12,15,1.7,-13.6124403922028
-2,3.5,1.5,0,9,12,15,1.8,-13.488838312596
-2,3.5,1.5,0,9,12,15,1.9,-13.224036605586
-2,3.5,1.5,0,9,12,15,2,-13.1644748541393
-2,3.5,1.5,0,9,12,15,2.1,-13.1845179487439
-2,3.5,1.5,0,9,12,15,2.2,-13.2322262424783
-2,3.5,1.5,0,9,12,15,2.3,-13.4834845299804
-2,3.5,1.5,0,9,12,15,2.4,-13.6639985223281
-2,3.5,1.5,0,9,12,15,2.5,-13.9876574909146
-2,3.5,1.5,0,9,12,15,2.6,-14.2710528251813
-2,3.5,1.5,0,9,12,15,2.7,-14.5158284558597
-2,3.5,1.5,0,9,12,15,2.8,-14.7767738393191
-2,3.5,1.5,0,9,12,15,2.9,-15.0024959337952
-2,3.5,1.5,0,9,12,15,3,-15.1472737454003
-2,3.5,1.5,0,9,12,15,3.1,-15.3018510683962
-2,3.5,1.5,0,9,12,15,3.2,-15.3138934189739
-2,3.5,1.5,0,9,12,15,3.3,-15.3724361929247
-2,3.5,1.5,0,9,12,15,3.4,-15.3377381606368
-2,3.5,1.5,0,9,12,15,3.5,-15.252266413763
-2,3.5,1.5,0,9,12,15,3.6,-15.1838062667526
-2,3.5,1.5,0,9,12,15,3.7,-15.0618785792872
-2,3.5,1.5,0,9,12,15,3.8,-14.9580467856195
-2,3.5,1.5,0,9,12,15,3.9,-14.8052477546565
-2,3.5,1.5,0,9,12,15,4,-14.6178295398937
-2,3.5,1.5,0,9,12,15,4.1,-14.4382513926236
-2,3.5,1.5,0,9,12,15,4.2,-14.2555514113397
-2,3.5,1.5,0,9,12,15,4.3,-14.0826151857816
-2,3.5,1.5,0,9,12,15,4.4,-13.9280527304492
-2,3.5,1.5,0,9,12,15,4.5,-13.7812549267493
-2,3.5,1.5,0,9,12,15,4.6,-13.6487317534842
-2,3.5,1.5,0,9,12,15,4.7,-13.510724540638
-2,3.5,1.5,0,9,12,15,4.8,-13.3637965461021
-2,3.5,1.5,0,9,12,15,4.9,-13.2327802713947
-2,3.5,1.5,0,9,12,15,5,-13.1158987654431
-2,3.5,1.5,0,9,12,15,5.1,-13.0045654809946
-2,3.5,1.5,0,9,12,15,5.2,-12.8861813337671
-2,3.5,1.5,0,9,12,15,5.3,-12.7622846715425
-2,3.5,1.5,0,9,12,15,5.4,-12.6448887789225
-2,3.5,1.5,0,9,12,15,5.5,-12.5326769260699
-2,3.5,1.5,0,9,12,15,5.6,-12.3924213562722
-2,3.5,1.5,0,9,12,15,5.7,-12.2313533219208
-2,3.5,1.5,0,9,12,15,5.8,-12.0571277499031
-2,3.5,1.5,0,9,12,15,5.9,-11.869567009328
-2,3.5,1.5,0,9,12,15,6,-11.6643980629562
-2,3.5,1.5,0,9,12,15,6.1,-11.4427469044927
-2,3.5,1.5,0,9,12,15,6.2,-11.2167789446895
-2,3.5,1.5,0,9,12,15,6.3,-10.9763447006563
-2,3.5,1.5,0,9,12,15,6.4,-10.726582401678
-2,3.5,1.5,0,9,12,15,6.5,-10.4727144645002
-2,3.5,1.5,0,9,12,15,6.6,-10.2170886192578
-2,3.5,1.5,0,9,12,15,6.7,-9.95089921901165
-2,3.5,1.5,0,9,12,15,6.8,-9.67972537882781
-2,3.5,1.5,0,9,12,15,6.9,-9.41580007924237
-2,3.5,1.5,0,9,12,15,7,-9.15229832718552
-2,3.5,1.5,0,9,12,15,7.1,-8.8856550715684
-2,3.5,1.5,0,9,12,15,7.2,-8.62527417003623
-2,3.5,1.5,0,9,12,15,7.3,-8.36896628989184
-2,3.5,1.5,0,9,12,15,7.4,-8.10857468510694
-2,3.5,1.5,0,9,12,15,7.5,-7.85279279682725
-2,3.5,1.5,0,9,12,15,7.6,-7.61171156735653
-2,3.5,1.5,0,9,12,15,7.7,-7.37925785140615
-2,3.5,1.5,0,9,12,15,7.8,-7.15641696509563
-2,3.5,1.5,0,9,12,15,7.9,-6.94841367446994
-2,3.5,1.5,0,9,12,15,8,-6.76099051360858
-2,3.5,1.5,0,9,12,15,8.1,-6.61342536950615
-2,3.5,1.5,0,9,12,15,8.2,-6.48842226151967
-2,3.5,1.5,0,9,12,15,8.3,-6.40664852786249
-2,3.5,1.5,0,9,12,15,8.4,-6.36561050090839
-2,3.5,1.5,0,9,12,15,8.5,-6.36742496405664
-2,3.5,1.5,0,9,12,15,8.6,-6.38363294917426
-2,3.5,1.5,0,9,12,15,8.7,-6.44820867288967
-2,3.5,1.5,0,9,12,15,8.8,-6.54428931890463
-2,3.5,1.5,0,9,12,15,8.9,-6.64913343326022
-2,3.5,1.5,0,9,12,15,9,-6.75994784039732
-2,3.5,1.5,0,9,12,15,9.1,-6.78253862674346
-2,3.5,1.5,0,9,12,15,9.2,-6.79087389761979
-2,3.5,1.5,0,9,12,15,9.3,-6.81447493224503
-2,3.5,1.5,0,9,12,15,9.4,-6.86153711005247
-2,3.5,1.5,0,9,12,15,9.5,-6.9316873107669
-2,3.5,1.5,0,9,12,15,9.6,-7.03245996908402
-2,3.5,1.5,0,9,12,15,9.7,-7.15736993783001
-2,3.5,1.5,0,9,12,15,9.8,-7.31225122382575
-2,3.5,1.5,0,9,12,15,9.9,-7.50599099343048
-2,3.5,1.5,0,9,12,15,10,-7.73403115862101
-2,3.5,1.5,0,9,12,15,10.1,-8.00490987861456
-2,3.5,1.5,0,9,12,15,10.2,-8.3214533725084
-2,3.5,1.5,0,9,12,15,10.3,-8.68593138095995
-2,3.5,1.5,0,9,12,15,10.4,-9.0950943450771
-2,3.5,1.5,0,9,12,15,10.5,-9.58435285511204
-2,3.5,1.5,0,9,12,15,10.6,-10.1305750155259
2,3.5,1.5,0,9,12,15,0.6,-26.0348786787433
2,3.5,1.5,0,9,12,15,0.7,-24.064710510906
2,3.5,1.5,0,9,12,15,0.8,-22.454594937389
2,3.5,1.5,0,9,12,15,0.9,-20.8983227647274
2,3.5,1.5,0,9,12,15,1,-19.6062827714067
2,3.5,1.5,0,9,12,15,1.1,-18.4610779970193
2,3.5,1.5,0,9,12,15,1.2,-17.3143979474556
2,3.5,1.5,0,9,12,15,1.3,-16.4470678716269
2,3.5,1.5,0,9,12,15,1.4,-15.5223317973021
2,3.5,1.5,0,9,12,15,1.5,-14.8267290789743
2,3.5,1.5,0,9,12,15,1.6,-14.2981531724853
2,3.5,1.5,0,9,12,15,1.7,-13.8825195620544
2,3.5,1.5,0,9,12,15,1.8,-13.7292098486865
2,3.5,1.5,0,9,12,15,1.9,-13.4362891069683
2,3.5,1.5,0,9,12,15,2,-13.3397833647602
2,3.5,1.5,0,9,12,15,2.1,-13.3195844874025
2,3.5,1.5,0,9,12,15,2.2,-13.3246309622412
2,3.5,1.5,0,9,12,15,2.3,-13.5265680351511
2,3.5,1.5,0,9,12,15,2.4,-13.6520677148722
2,3.5,1.5,0,9,12,15,2.5,-13.9224692586413
2,3.5,1.5,0,9,12,15,2.6,-14.1612668471839
2,3.5,1.5,0,9,12,15,2.7,-14.3616925924985
2,3.5,1.5,0,9,12,15,2.8,-14.5857691994659
2,3.5,1.5,0,9,12,15,2.9,-14.7758406193161
2,3.5,1.5,0,9,12,15,3,-14.8971970767819
2,3.5,1.5,0,9,12,15,3.1,-15.0291062236807
2,3.5,1.5,0,9,12,15,3.2,-15.0329228610783
2,3.5,1.5,0,9,12,15,3.3,-15.0505282421265
2,3.5,1.5,0,9,12,15,3.4,-14.9734897106317
2,3.5,1.5,0,9,12,15,3.5,-14.8142134793467
2,3.5,1.5,0,9,12,15,3.6,-14.6971566723247
2,3.5,1.5,0,9,12,15,3.7,-14.5282254585561
2,3.5,1.5,0,9,12,15,3.8,-14.3847989246934
2,3.5,1.5,0,9,12,15,3.9,-14.2076189761223
2,3.5,1.5,0,9,12,15,4,-14.0162546026934
2,3.5,1.5,0,9,12,15,4.1,-13.846375079347
2,3.5,1.5,0,9,12,15,4.2,-13.6959228117347
2,3.5,1.5,0,9,12,15,4.3,-13.5489858203295
2,3.5,1.5,0,9,12,15,4.4,-13.4082537318836
2,3.5,1.5,0,9,12,15,4.5,-13.2735997453442
2,3.5,1.5,0,9,12,15,4.6,-13.1494546617196
2,3.5,1.5,0,9,12,15,4.7,-13.0442014291223
2,3.5,1.5,0,9,12,15,4.8,-12.9538810445952
2,3.5,1.5,0,9,12,15,4.9,-12.8690037554256
2,3.5,1.5,0,9,12,15,5,-12.8069623346109
2,3.5,1.5,0,9,12,15,5.1,-12.7542312655275
2,3.5,1.5,0,9,12,15,5.2,-12.7035194813751
2,3.5,1.5,0,9,12,15,5.3,-12.6625643216758
2,3.5,1.5,0,9,12,15,5.4,-12.6284974069222
2,3.5,1.5,0,9,12,15,5.5,-12.589962423255
2,3.5,1.5,0,9,12,15,5.6,-12.5461910706416
2,3.5,1.5,0,9,12,15,5.7,-12.5180266849349
2,3.5,1.5,0,9,12,15,5.8,-12.5201342201421
2,3.5,1.5,0,9,12,15,5.9,-12.5606708578129
2,3.5,1.5,0,9,12,15,6,-12.6196605783991
2,3.5,1.5,0,9,12,15,6.1,-12.6929960315104
2,3.5,1.5,0,9,12,15,6.2,-12.7776239848945
2,3.5,1.5,0,9,12,15,6.3,-12.8633336604898
2,3.5,1.5,0,9,12,15,6.4,-12.9464542160838
2,3.5,1.5,0,9,12,15,6.5,-13.0236754496476
2,3.5,1.5,0,9,12,15,6.6,-13.0894809310102
2,3.5,1.5,0,9,12,15,6.7,-13.1451127267389
2,3.5,1.5,0,9,12,15,6.8,-13.1820649847502
2,3.5,1.5,0,9,12,15,6.9,-13.2133181210867
2,3.5,1.5,0,9,12,15,7,-13.2418365908043
2,3.5,1.5,0,9,12,15,7.1,-13.2534327705686
2,3.5,1.5,0,9,12,15,7.2,-13.2487663806299
2,3.5,1.5,0,9,12,15,7.3,-13.1885237162987
2,3.5,1.5,0,9,12,15,7.4,-13.0827477940743
2,3.5,1.5,0,9,12,15,7.5,-12.938962630111
2,3.5,1.5,0,9,12,15,7.6,-12.7487677203113
2,3.5,1.5,0,9,12,15,7.7,-12.5273998030499
2,3.5,1.5,0,9,12,15,7.8,-12.264987423447
2,3.5,1.5,0,9,12,15,7.9,-11.9720293594494
2,3.5,1.5,0,9,12,15,8,-11.6591114306078
2,3.5,1.5,0,9,12,15,8.1,-11.3367323826487
2,3.5,1.5,0,9,12,15,8.2,-10.9960894845397
2,3.5,1.5,0,9,12,15,8.3,-10.6428235679035
2,3.5,1.5,0,9,12,15,8.4,-10.2937292739883
2,3.5,1.5,0,9,12,15,8.5,-9.95402233022898
2,3.5,1.5,0,9,12,15,8.6,-9.63109525676848
2,3.5,1.5,0,9,12,15,8.7,-9.30745062015335
2,3.5,1.5,0,9,12,15,8.8,-8.99648816368373
2,3.5,1.5,0,9,12,15,8.9,-8.70159889714266
2,3.5,1.5,0,9,12,15,9,-8.41143285481086
2,3.5,1.5,0,9,12,15,9.1,-8.13181834618452
2,3.5,1.5,0,9,12,15,9.2,-7.86692299286835
2,3.5,1.5,0,9,12,15,9.3,-7.6188853298904
2,3.5,1.5,0,9,12,15,9.4,-7.38054399583953
2,3.5,1.5,0,9,12,15,9.5,-7.15222210204869
2,3.5,1.5,0,9,12,15,9.6,-6.93352063708677
2,3.5,1.5,0,9,12,15,9.7,-6.73588393720564
2,3.5,1.5,0,9,12,15,9.8,-6.56681918700336
2,3.5,1.5,0,9,12,15,9.9,-6.3983541985483
2,3.5,1.5,0,9,12,15,10,-6.25017729719421
2,3.5,1.5,0,9,12,15,10.1,-6.1162200505332
2,3.5,1.5,0,9,12,15,10.2,-5.99907296772159
2,3.5,1.5,0,9,12,15,10.3,-5.91661799805948
2,3.5,1.5,0,9,12,15,10.4,-5.87268363307339
2,3.5,1.5,0,9,12,15,10.5,-5.8529999571556
2,3.5,1.5,0,9,12,15,10.6,-5.8621035196182
-2,3.5,1.5,0,11,8,15,0.6,-25.7280389579726
-2,3.5,1.5,0,11,8,15,0.7,-23.7683552360263
-2,3.5,1.5,0,11,8,15,0.8,-22.1573798029018
-2,3.5,1.5,0,11,8,15,0.9,-20.6029923181233
-2,3.5,1.5,0,11,8,15,1,-19.3006433624612
-2,3.5,1.5,0,11,8,15,1.1,-18.1517270603167
-2,3.5,1.5,0,11,8,15,1.2,-16.997342458597
-2,3.5,1.5,0,11,8,15,1.3,-16.1266928369528
-2,3.5,1.5,0,11,8,15,1.4,-15.2016867504705
-2,3.5,1.5,0,11,8,15,1.5,-14.5084568691504
-2,3.5,1.5,0,11,8,15,1.6,-13.991058225789
-2,3.5,1.5,0,11,8,15,1.7,-13.5886747030122
-2,3.5,1.5,0,11,8,15,1.8,-13.4564109973079
-2,3.5,1.5,0,11,8,15,1.9,-13.1859328660339
-2,3.5,1.5,0,11,8,15,2,-13.1202146163007
-2,3.5,1.5,0,11,8,15,2.1,-13.1328395289659
-2,3.5,1.5,0,11,8,15,2.2,-13.1739264017083
-2,3.5,1.5,0,11,8,15,2.3,-13.414095850165
-2,3.5,1.5,0,11,8,15,2.4,-13.5777253854386
-2,3.5,1.5,0,11,8,15,2.5,-13.8805225660226
-2,3.5,1.5,0,11,8,15,2.6,-14.1377667174609
-2,3.5,1.5,0,11,8,15,2.7,-14.3571097252725
-2,3.5,1.5,0,11,8,15,2.8,-14.5938026177467
-2,3.5,1.5,0,11,8,15,2.9,-14.8029475193751
-2,3.5,1.5,0,11,8,15,3,-14.9424924915202
-2,3.5,1.5,0,11,8,15,3.1,-15.1036080310465
-2,3.5,1.5,0,11,8,15,3.2,-15.1454232103056
-2,3.5,1.5,0,11,8,15,3.3,-15.2485562639868
-2,3.5,1.5,0,11,8,15,3.4,-15.2557820197327
-2,3.5,1.5,0,11,8,15,3.5,-15.2453662259911
-2,3.5,1.5,0,11,8,15,3.6,-15.2660241879864
-2,3.5,1.5,0,11,8,15,3.7,-15.2585253708076
-2,3.5,1.5,0,11,8,15,3.8,-15.2903135522781
-2,3.5,1.5,0,11,8,15,3.9,-15.3277804982182
-2,3.5,1.5,0,11,8,15,4,-15.3841245333491
-2,3.5,1.5,0,11,8,15,4.1,-15.4901623945811
-2,3.5,1.5,0,11,8,15,4.2,-15.6516064901693
-2,3.5,1.5,0,11,8,15,4.3,-15.8800724025311
-2,3.5,1.5,0,11,8,15,4.4,-16.1665409693634
-2,3.5,1.5,0,11,8,15,4.5,-16.4727982302638
-2,3.5,1.5,0,11,8,15,4.6,-16.8075365309987
-2,3.5,1.5,0,11,8,15,4.7,-17.1506259231324
-2,3.5,1.5,0,11,8,15,4.8,-17.4815774278339
-2,3.5,1.5,0,11,8,15,4.9,-17.7745523590714
-2,3.5,1.5,0,11,8,15,5,-18.0011890734662
-2,3.5,1.5,0,11,8,15,5.1,-18.0850709775999
-2,3.5,1.5,0,11,8,15,5.2,-17.9775343007216
-2,3.5,1.5,0,11,8,15,5.3,-17.6838831271399
-2,3.5,1.5,0,11,8,15,5.4,-17.2649599326221
-2,3.5,1.5,0,11,8,15,5.5,-16.7353888359736
-2,3.5,1.5,0,11,8,15,5.6,-16.1083479234598
-2,3.5,1.5,0,11,8,15,5.7,-15.4477917193255
-2,3.5,1.5,0,11,8,15,5.8,-14.8032058773251
-2,3.5,1.5,0,11,8,15,5.9,-14.1294897990708
-2,3.5,1.5,0,11,8,15,6,-13.4595665198237
-2,3.5,1.5,0,11,8,15,6.1,-12.802122128917
-2,3.5,1.5,0,11,8,15,6.2,-12.1706619164114
-2,3.5,1.5,0,11,8,15,6.3,-11.5568993950931
-2,3.5,1.5,0,11,8,15,6.4,-10.9665022995741
-2,3.5,1.5,0,11,8,15,6.5,-10.4126576913993
-2,3.5,1.5,0,11,8,15,6.6,-9.89237591295138
-2,3.5,1.5,0,11,8,15,6.7,-9.39282703775097
-2,3.5,1.5,0,11,8,15,6.8,-8.9347203312095
-2,3.5,1.5,0,11,8,15,6.9,-8.49892028046706
-2,3.5,1.5,0,11,8,15,7,-8.08256356159253
-2,3.5,1.5,0,11,8,15,7.1,-7.69890947729822
-2,3.5,1.5,0,11,8,15,7.2,-7.34212606180302
-2,3.5,1.5,0,11,8,15,7.3,-7.00188717284034
-2,3.5,1.5,0,11,8,15,7.4,-6.6760795938282
-2,3.5,1.5,0,11,8,15,7.5,-6.37697921261691
-2,3.5,1.5,0,11,8,15,7.6,-6.10375466598303
-2,3.5,1.5,0,11,8,15,7.7,-5.84698932011355
-2,3.5,1.5,0,11,8,15,7.8,-5.61278417734552
-2,3.5,1.5,0,11,8,15,7.9,-5.39900980071658
-2,3.5,1.5,0,11,8,15,8,-5.21933923214744
-2,3.5,1.5,0,11,8,15,8.1,-5.07285251990002
-2,3.5,1.5,0,11,8,15,8.2,-4.95793791149478
-2,3.5,1.5,0,11,8,15,8.3,-4.87851355505061
-2,3.5,1.5,0,11,8,15,8.4,-4.83423254845237
-2,3.5,1.5,0,11,8,15,8.5,-4.82612998771305
-2,3.5,1.5,0,11,8,15,8.6,-4.84728199563065
-2,3.5,1.5,0,11,8,15,8.7,-4.89637792011444
-2,3.5,1.5,0,11,8,15,8.8,-4.98380573178647
-2,3.5,1.5,0,11,8,15,8.9,-5.09550919952846
-2,3.5,1.5,0,11,8,15,9,-5.24584472771212
-2,3.5,1.5,0,11,8,15,9.1,-5.43464922495555
-2,3.5,1.5,0,11,8,15,9.2,-5.64781410681516
-2,3.5,1.5,0,11,8,15,9.3,-5.87242757111084
-2,3.5,1.5,0,11,8,15,9.4,-6.11634855999963
-2,3.5,1.5,0,11,8,15,9.5,-6.39857663019428
-2,3.5,1.5,0,11,8,15,9.6,-6.6350784571509
-2,3.5,1.5,0,11,8,15,9.7,-6.82913695827887
-2,3.5,1.5,0,11,8,15,9.8,-7.04444202274057
-2,3.5,1.5,0,11,8,15,9.9,-7.20266545907623
-2,3.5,1.5,0,11,8,15,10,-7.30194135810591
-2,3.5,1.5,0,11,8,15,10.1,-7.42969577806725
-2,3.5,1.5,0,11,8,15,10.2,-7.58956372691193
-2,3.5,1.5,0,11,8,15,10.3,-7.79572962899284
-2,3.5,1.5,0,11,8,15,10.4,-8.06223922334489
-2,3.5,1.5,0,11,8,15,10.5,-8.38285031677469
-2,3.5,1.5,0,11,8,15,10.6,-8.78961300696067
2,3.5,1.5,0,11,8,15,0.6,-26.023784648678
2,3.5,1.5,0,11,8,15,0.7,-24.0651559925479
2,3.5,1.5,0,11,8,15,0.8,-22.4389456657937
2,3.5,1.5,0,11,8,15,0.9,-20.8748019100867
2,3.5,1.5,0,11,8,15,1,-19.579132226015
2,3.5,1.5,0,11,8,15,1.1,-18.4246218404608
2,3.5,1.5,0,11,8,15,1.2,-17.2736529543761
2,3.5,1.5,0,11,8,15,1.3,-16.4046565772604
2,3.5,1.5,0,11,8,15,1.4,-15.4759676290245
2,3.5,1.5,0,11,8,15,1.5,-14.775313993162
2,3.5,1.5,0,11,8,15,1.6,-14.2415117491135
2,3.5,1.5,0,11,8,15,1.7,-13.8204323459922
2,3.5,1.5,0,11,8,15,1.8,-13.6643006571391
2,3.5,1.5,0,11,8,15,1.9,-13.3621101709026
2,3.5,1.5,0,11,8,15,2,-13.2553650866999
2,3.5,1.5,0,11,8,15,2.1,-13.2252138348178
2,3.5,1.5,0,11,8,15,2.2,-13.2208614313837
2,3.5,1.5,0,11,8,15,2.3,-13.4149778668191
2,3.5,1.5,0,11,8,15,2.4,-13.5319062081423
2,3.5,1.5,0,11,8,15,2.5,-13.7900901340598
2,3.5,1.5,0,11,8,15,2.6,-14.0049635365318
2,3.5,1.5,0,11,8,15,2.7,-14.1790496267436
